iaq,tvoc,etoh,iaq_rel,temp,hum,delta30s_iaq,delta30s_tvoc,delta30s_etoh,delta30s_iaq_rel,delta30s_temp,delta30s_hum,target_iaq_1min
1.0294,0.0379,0.0712,56.486,37.74,57.44,0.029400000000000093,0.0072000000000000015,0.013499999999999998,1.307699999999997,0.0,-0.13000000000000256,1.0091
1.0311,0.0383,0.072,56.5565,37.77,57.43,0.031099999999999905,0.006999999999999999,0.013199999999999996,1.2774,0.04000000000000625,-0.14000000000000057,1.0082
1.0316,0.0386,0.0725,56.6132,37.77,57.41,0.031200000000000117,0.006500000000000006,0.012199999999999996,1.184899999999999,0.04000000000000625,-0.12000000000000455,1.0075
1.0313,0.0388,0.0729,56.6711,37.78,57.38,0.029200000000000115,0.005999999999999998,0.011200000000000009,1.0854,0.020000000000003126,-0.11999999999999744,1.0
1.0341,0.0392,0.0737,56.7887,37.77,57.37,0.028200000000000003,0.005499999999999998,0.010400000000000006,1.0568999999999988,0.030000000000001137,-0.13000000000000256,1.0
1.0349,0.0395,0.0742,56.8295,37.76,57.39,0.0242,0.004900000000000002,0.0092,0.9376999999999995,0.0,-0.10999999999999943,1.0
1.0337,0.0396,0.0744,56.852,37.78,57.38,0.01849999999999996,0.004200000000000002,0.00789999999999999,0.8377999999999943,0.03999999999999915,-0.09999999999999432,1.0
1.0329,0.0397,0.0746,56.9039,37.78,57.37,0.014799999999999924,0.003700000000000002,0.006900000000000003,0.775500000000001,0.00999999999999801,-0.060000000000002274,1.0
1.0302,0.0396,0.0745,56.8993,37.77,57.35,0.010599999999999943,0.0031000000000000055,0.0059000000000000025,0.6746999999999943,0.0,-0.10000000000000142,1.0
1.0274,0.0395,0.0743,56.8984,37.78,57.35,0.0032000000000000917,0.0023000000000000034,0.004400000000000001,0.525500000000001,0.020000000000003126,-0.0799999999999983,1.0
1.0248,0.0392,0.0738,56.8515,37.76,57.37,-0.0046000000000001595,0.0012999999999999956,0.002600000000000005,0.3655000000000044,0.01999999999999602,-0.07000000000000028,1.0
1.0224,0.0388,0.0729,56.807,37.8,57.43,-0.00869999999999993,0.0005000000000000004,0.0009000000000000119,0.2505000000000024,0.02999999999999403,0.0,1.0
1.0203,0.0381,0.0717,56.7438,37.8,57.43,-0.011300000000000088,-0.0005000000000000004,-0.0007999999999999952,0.13060000000000116,0.02999999999999403,0.020000000000003126,1.0
1.0183,0.0377,0.0708,56.7443,37.8,57.41,-0.013000000000000123,-0.0011000000000000038,-0.0021000000000000046,0.07319999999999993,0.01999999999999602,0.02999999999999403,1.0
1.0166,0.0372,0.0699,56.7163,37.8,57.38,-0.01750000000000007,-0.0020000000000000018,-0.003799999999999998,-0.0724000000000018,0.02999999999999403,0.010000000000005116,1.0
1.015,0.0366,0.0689,56.689,37.81,57.37,-0.01990000000000003,-0.0029,-0.005299999999999999,-0.14050000000000296,0.05000000000000426,-0.020000000000003126,1.0
1.0136,0.0361,0.0679,56.6623,37.81,57.35,-0.020100000000000007,-0.003500000000000003,-0.006499999999999992,-0.18969999999999487,0.030000000000001137,-0.030000000000001137,1.0
1.0123,0.0356,0.067,56.6273,37.81,57.35,-0.02059999999999995,-0.0040999999999999995,-0.007599999999999996,-0.27660000000000196,0.030000000000001137,-0.01999999999999602,1.0
1.0111,0.0351,0.066,56.5972,37.81,57.4,-0.019099999999999895,-0.004500000000000004,-0.008499999999999994,-0.3020999999999958,0.03999999999999915,0.04999999999999716,1.0
1.0101,0.0348,0.0653,56.6117,37.83,57.35,-0.017300000000000093,-0.004700000000000003,-0.009000000000000008,-0.2867000000000033,0.04999999999999716,0.0,1.0
1.0091,0.0346,0.065,56.5982,37.76,57.34,-0.015699999999999825,-0.0046,-0.008800000000000002,-0.25330000000000297,0.0,-0.02999999999999403,1.0
1.0082,0.0346,0.0651,56.6329,37.77,57.37,-0.01419999999999999,-0.004200000000000002,-0.007800000000000001,-0.1741000000000028,-0.02999999999999403,-0.060000000000002274,1.0
1.0075,0.0348,0.0654,56.6834,37.77,57.35,-0.012799999999999923,-0.0033000000000000043,-0.0063,-0.06040000000000134,-0.02999999999999403,-0.0799999999999983,1.0
1.0,0.0219,0.0412,95.7617,36.49,62.51,-0.018299999999999983,-0.015799999999999998,-0.0296,39.0174,-1.3099999999999952,5.100000000000001,1.0
1.0,0.0206,0.0387,95.5113,36.52,62.39,-0.016599999999999948,-0.016599999999999997,-0.031200000000000006,38.79500000000001,-1.279999999999994,5.009999999999998,1.0
1.0,0.0194,0.0366,95.0737,36.54,62.29,-0.014999999999999902,-0.0172,-0.0323,38.3847,-1.2700000000000031,4.920000000000002,1.0
1.0,0.0184,0.0346,94.6133,36.57,62.18,-0.013600000000000056,-0.0177,-0.0333,37.95099999999999,-1.240000000000002,4.829999999999998,1.0
1.0,0.0174,0.0328,94.0841,36.6,62.11,-0.012299999999999978,-0.0182,-0.0342,37.45680000000001,-1.2100000000000009,4.759999999999998,1.0
1.0,0.0166,0.0312,93.8028,36.57,62.57,-0.01110000000000011,-0.0185,-0.034800000000000005,37.205600000000004,-1.240000000000002,5.170000000000002,1.0
1.0,0.0158,0.0297,93.4306,36.6,62.57,-0.010099999999999998,-0.018999999999999996,-0.03559999999999999,36.8189,-1.2299999999999969,5.219999999999999,1.0
1.0,0.0151,0.0284,93.1352,36.61,62.51,-0.009100000000000108,-0.019499999999999997,-0.0366,36.537,-1.1499999999999986,5.169999999999995,1.0
1.0,0.0145,0.0272,92.8257,36.61,62.85,-0.008199999999999985,-0.0201,-0.0379,36.1928,-1.1600000000000037,5.480000000000004,1.0
1.0,0.0139,0.0261,92.5212,36.67,62.77,-0.007500000000000062,-0.0209,-0.0393,35.837799999999994,-1.1000000000000014,5.420000000000002,1.0
1.0,0.0134,0.0251,92.1005,36.68,62.23,0.0,-0.008499999999999999,-0.0161,-3.661200000000008,0.18999999999999773,-0.28000000000000114,1.0
1.0,0.0129,0.0242,91.658,36.71,62.36,0.0,-0.0077,-0.014499999999999999,-3.8533000000000044,0.18999999999999773,-0.030000000000001137,1.0
1.0,0.0125,0.0234,91.0994,36.73,62.1,0.0,-0.0069,-0.0132,-3.9742999999999995,0.18999999999999773,-0.18999999999999773,1.0
1.0,0.0121,0.0227,90.6567,36.74,61.96,0.0,-0.0063,-0.011899999999999997,-3.9565999999999946,0.1700000000000017,-0.21999999999999886,1.0
1.0,0.0117,0.022,90.1629,36.77,61.8,0.0,-0.0056999999999999985,-0.010800000000000004,-3.921200000000013,0.1700000000000017,-0.3100000000000023,1.0
1.0,0.0114,0.0215,89.6407,36.8,61.69,0.0,-0.0052,-0.0097,-4.1621000000000095,0.22999999999999687,-0.8800000000000026,1.0
1.0,0.0111,0.0209,89.1308,36.78,62.32,0.0,-0.004700000000000001,-0.008800000000000002,-4.299800000000005,0.17999999999999972,-0.25,1.0
1.0,0.0109,0.0204,88.8001,36.8,62.25,0.0,-0.004200000000000001,-0.008,-4.335099999999997,0.18999999999999773,-0.259999999999998,1.0
1.0,0.0106,0.02,88.5481,36.84,62.96,0.0,-0.0039000000000000007,-0.007199999999999998,-4.2775999999999925,0.23000000000000398,0.10999999999999943,1.0
1.0,0.0104,0.0196,88.2441,36.85,62.5,0.0,-0.0034999999999999996,-0.006500000000000002,-4.27709999999999,0.17999999999999972,-0.2700000000000031,1.0
1.0,0.0102,0.0192,87.8615,36.89,62.17,0.0,-0.0031999999999999997,-0.0059000000000000025,-4.23899999999999,0.21000000000000085,-0.05999999999999517,1.0
1.0,0.0101,0.0189,87.3295,36.92,61.94,0.0,-0.0028000000000000004,-0.005299999999999999,-4.328500000000005,0.21000000000000085,-0.4200000000000017,1.0
1.0,0.0099,0.0186,86.888,36.94,61.6,0.0,-0.0026,-0.004800000000000002,-4.211399999999998,0.21000000000000085,-0.5,1.0
1.0,0.0098,0.0183,86.4562,36.96,61.39,0.0,-0.0023,-0.004400000000000001,-4.200500000000005,0.21999999999999886,-0.5700000000000003,1.0
1.0,0.0096,0.0181,86.045,36.95,61.67,0.0,-0.002100000000000001,-0.0038999999999999972,-4.117899999999992,0.17999999999999972,-0.12999999999999545,1.0
1.0,0.0095,0.0179,85.5708,36.96,61.33,0.0,-0.0019000000000000006,-0.003599999999999999,-4.06989999999999,0.1600000000000037,-0.35999999999999943,1.0
1.0,0.0094,0.0177,85.1532,36.96,61.11,0.0,-0.0017000000000000001,-0.003199999999999998,-3.9775999999999954,0.17999999999999972,-1.2100000000000009,1.0
1.0,0.0093,0.0175,84.968,36.91,62.31,0.0,-0.0016000000000000007,-0.0029,-3.832099999999997,0.10999999999999943,0.060000000000002274,1.0
1.0,0.0092,0.0173,84.6899,36.92,62.29,0.0,-0.0014000000000000002,-0.002700000000000001,-3.8582000000000107,0.0799999999999983,-0.6700000000000017,1.0
1.0,0.0091,0.0172,84.2565,36.96,61.97,0.0,-0.001299999999999999,-0.0023999999999999994,-3.9876000000000005,0.10999999999999943,-0.5300000000000011,1.0
1.0,0.0091,0.0171,83.8564,37.01,61.6,0.0,-0.0011000000000000003,-0.0020999999999999977,-4.005100000000013,0.11999999999999744,-0.5700000000000003,1.0
1.0,0.009,0.0169,83.5466,37.02,61.7,0.0,-0.0011000000000000003,-0.0020000000000000018,-3.782899999999998,0.10000000000000142,-0.23999999999999488,1.0
1.0,0.009,0.0168,83.1897,37.06,61.59,0.0,-0.0009000000000000015,-0.0017999999999999995,-3.6983000000000033,0.12000000000000455,-0.00999999999999801,1.0
1.0,0.0089,0.0167,82.7727,37.09,61.28,0.0,-0.0008999999999999998,-0.0016000000000000007,-3.683499999999995,0.13000000000000256,-0.10999999999999943,1.0
1.0,0.0089,0.0166,82.421,37.1,61.25,0.0,-0.0006999999999999992,-0.0015000000000000013,-3.6239999999999952,0.14999999999999858,-0.4200000000000017,1.0
1.0,0.0088,0.0166,82.1204,37.12,61.27,0.0,-0.0006999999999999992,-0.001299999999999999,-3.450400000000002,0.1599999999999966,-0.05999999999999517,1.0
1.0,0.0088,0.0165,81.836,37.12,61.06,0.0,-0.0005999999999999998,-0.0011999999999999997,-3.3171999999999997,0.1599999999999966,-0.04999999999999716,1.0
1.0,0.0087,0.0164,81.6915,37.13,61.97,0.0,-0.0005999999999999998,-0.0011000000000000003,-3.2764999999999986,0.22000000000000597,-0.3400000000000034,1.0
1.0,0.0087,0.0164,81.4486,37.16,62.44,0.0,-0.0005000000000000004,-0.000899999999999998,-3.2412999999999954,0.23999999999999488,0.14999999999999858,1.0
1.0,0.0087,0.0163,81.1944,37.19,61.88,0.0,-0.00040000000000000105,-0.0009000000000000015,-3.062100000000001,0.22999999999999687,-0.0899999999999963,1.0
1.0,0.0086,0.0163,80.9485,37.22,61.22,0.0,-0.0005000000000000004,-0.0008000000000000021,-2.907899999999998,0.21000000000000085,-0.38000000000000256,1.0
1.0,0.0086,0.0162,80.808,37.19,61.78,0.0,-0.0003999999999999993,-0.0006999999999999992,-2.738599999999991,0.1699999999999946,0.0799999999999983,1.0
1.0,0.0086,0.0162,80.6571,37.24,61.52,0.0,-0.0003999999999999993,-0.0005999999999999998,-2.532600000000002,0.17999999999999972,-0.07000000000000028,1.0
1.0,0.0086,0.0161,80.4718,37.28,61.47,0.0,-0.0002999999999999999,-0.0005999999999999998,-2.3008999999999986,0.18999999999999773,0.18999999999999773,1.0
1.0,0.0086,0.0161,80.3311,37.3,61.39,0.0,-0.0002999999999999999,-0.0005000000000000004,-2.0899,0.19999999999999574,0.14000000000000057,1.0
1.0,0.0085,0.0161,80.1733,37.33,61.74,0.0,-0.0002999999999999999,-0.0005000000000000004,-1.947100000000006,0.21000000000000085,0.46999999999999886,1.0
1.0,0.0085,0.016,79.9785,37.34,61.63,0.0,-0.0002999999999999999,-0.0005000000000000004,-1.8575000000000017,0.22000000000000597,0.5700000000000003,1.0
1.0,0.0085,0.016,79.6057,37.34,60.72,0.0,-0.0001999999999999988,-0.00040000000000000105,-2.085800000000006,0.21000000000000085,-1.25,1.0
1.0,0.0085,0.016,79.2752,37.34,60.31,0.0,-0.0001999999999999988,-0.00040000000000000105,-2.173400000000001,0.18000000000000682,-2.1299999999999955,1.0
1.0,0.0085,0.016,79.1054,37.35,60.88,0.0,-0.0001999999999999988,-0.0002999999999999982,-2.0889999999999986,0.1600000000000037,-1.0,1.0
1.0,0.0085,0.016,78.8276,37.34,60.44,0.0,-9.99999999999994e-05,-0.0002999999999999982,-2.120899999999992,0.12000000000000455,-0.7800000000000011,1.0
1.0,0.0085,0.0159,78.4058,37.33,60.12,0.0,-9.99999999999994e-05,-0.0002999999999999982,-2.4022000000000077,0.14000000000000057,-1.6600000000000037,1.0
1.0,0.0085,0.0159,78.1967,37.37,60.92,0.0,-9.99999999999994e-05,-0.0002999999999999982,-2.460399999999993,0.12999999999999545,-0.6000000000000014,1.0
1.0,0.0085,0.0159,77.9373,37.37,60.23,0.0,-9.99999999999994e-05,-0.0001999999999999988,-2.5345000000000084,0.0899999999999963,-1.240000000000002,1.0
1.0,0.0085,0.0159,77.712,37.4,60.1,0.0,-9.99999999999994e-05,-0.0001999999999999988,-2.619100000000003,0.10000000000000142,-1.2899999999999991,1.0
1.0,0.0085,0.0159,77.4117,37.41,60.03,0.0,0.0,-0.0001999999999999988,-2.7616000000000014,0.0799999999999983,-1.7100000000000009,1.0
1.0,0.0084,0.0159,77.2582,37.38,60.62,0.0,-0.00010000000000000113,-9.99999999999994e-05,-2.7202999999999946,0.03999999999999915,-1.0100000000000051,1.0
1.0,0.0084,0.0159,77.1724,37.44,60.75,0.0,-0.00010000000000000113,-9.99999999999994e-05,-2.4333000000000027,0.09999999999999432,0.030000000000001137,1.0
1.0,0.0084,0.0159,77.0658,37.48,60.46,0.0,-0.00010000000000000113,-9.99999999999994e-05,-2.2094000000000023,0.13999999999999346,0.14999999999999858,1.0
1.0,0.0084,0.0159,76.8933,37.51,60.08,0.0,-0.00010000000000000113,-9.99999999999994e-05,-2.2121000000000066,0.1599999999999966,-0.8000000000000043,1.0
1.0,0.0084,0.0159,76.7122,37.52,60.13,0.0,-0.00010000000000000113,-9.99999999999994e-05,-2.115400000000008,0.17999999999999972,-0.30999999999999517,1.0
1.0,0.0084,0.0158,76.6313,37.51,60.35,0.0,-0.00010000000000000113,-9.99999999999994e-05,-1.7745000000000033,0.17999999999999972,0.23000000000000398,1.0
1.0,0.0084,0.0158,76.6106,37.47,60.65,0.0,-0.00010000000000000113,-9.99999999999994e-05,-1.5861000000000018,0.10000000000000142,-0.2700000000000031,1.0
1.0,0.0084,0.0158,76.5125,37.49,60.35,0.0,-0.00010000000000000113,-9.99999999999994e-05,-1.4247999999999905,0.12000000000000455,0.12000000000000455,1.0
1.0,0.0084,0.0158,76.4524,37.41,60.39,0.0,-0.00010000000000000113,-9.99999999999994e-05,-1.259600000000006,0.00999999999999801,0.28999999999999915,1.0
1.0,0.0084,0.0158,76.3931,37.42,60.48,0.0,-0.00010000000000000113,-9.99999999999994e-05,-1.0185999999999922,0.010000000000005116,0.44999999999999574,1.0
1.0,0.0084,0.0158,76.4118,37.41,60.9,0.0,0.0,-9.99999999999994e-05,-0.8464000000000027,0.02999999999999403,0.28000000000000114,1.0
1.0,0.0084,0.0158,76.4947,37.4,61.13,0.0,0.0,-9.99999999999994e-05,-0.6777000000000015,-0.03999999999999915,0.38000000000000256,1.0
1.0,0.0084,0.0158,76.5171,37.35,61.11,0.0,0.0,-9.99999999999994e-05,-0.5486999999999966,-0.12999999999999545,0.6499999999999986,1.0
1.0,0.0084,0.0158,76.5085,37.33,61.37,0.0,0.0,-9.99999999999994e-05,-0.3847999999999985,-0.17999999999999972,1.2899999999999991,1.0
1.0,0.0084,0.0158,76.472,37.28,61.68,0.0,0.0,-9.99999999999994e-05,-0.24020000000000152,-0.240000000000002,1.5499999999999972,1.0
1.0,0.0084,0.0158,76.38,37.37,60.88,0.0,0.0,0.0,-0.2513000000000005,-0.14000000000000057,0.5300000000000011,1.0
1.0,0.0084,0.0158,76.1881,37.42,60.67,0.0,0.0,0.0,-0.42249999999999943,-0.04999999999999716,0.020000000000003126,1.0
1.0,0.0084,0.0158,75.9835,37.45,60.16,0.0,0.0,0.0,-0.5289999999999964,-0.03999999999999915,-0.19000000000000483,1.0
1.0,0.0084,0.0158,76.0341,37.44,61.23,0.0,0.0,0.0,-0.4183000000000021,0.030000000000001137,0.8399999999999963,1.0
1.0,0.0084,0.0158,76.0311,37.48,61.09,0.0,0.0,0.0,-0.362000000000009,0.05999999999999517,0.6100000000000065,1.0
1.0,0.0084,0.0158,76.0099,37.51,60.66,0.0,0.0,0.0,-0.4018999999999977,0.10000000000000142,-0.240000000000002,1.0
1.0,0.0084,0.0158,75.9724,37.52,60.3,0.0,0.0,0.0,-0.5223000000000013,0.12000000000000455,-0.8300000000000054,1.0
1.0,0.0084,0.0158,75.93,37.55,60.01,0.0,0.0,0.0,-0.5870999999999924,0.19999999999999574,-1.1000000000000014,1.0
1.0,0.0084,0.0158,75.9536,37.6,59.84,0.0,0.0,0.0,-0.5549000000000035,0.2700000000000031,-1.529999999999994,1.0
1.0,0.0084,0.0158,75.757,37.62,59.57,0.0,0.0,0.0,-0.7149999999999892,0.3399999999999963,-2.1099999999999994,1.0
1.0,0.0084,0.0158,75.6209,37.66,59.39,0.0,0.0,0.0,-0.7590999999999894,0.28999999999999915,-1.490000000000002,1.0
1.0,0.0084,0.0158,75.4998,37.69,59.3,0.0,0.0,0.0,-0.6883000000000123,0.269999999999996,-1.3700000000000045,1.0
1.0,0.0084,0.0158,75.3723,37.7,59.14,0.0,0.0,0.0,-0.6112000000000108,0.25,-1.019999999999996,1.0
1.0,0.0084,0.0158,75.2952,37.69,59.47,0.0,0.0,0.0,-0.738900000000001,0.25,-1.759999999999998,1.0
1.0,0.0084,0.0158,75.0961,37.69,59.42,0.0,0.0,0.0,-0.9349999999999881,0.21000000000000085,-1.6700000000000017,1.0
1.0,0.0084,0.0158,74.9803,37.7,59.3,0.0,0.0,0.0,-1.029600000000002,0.19000000000000483,-1.3599999999999994,1.0
1.0,0.0084,0.0158,74.9199,37.71,59.08,0.0,0.0,0.0,-1.0524999999999949,0.18999999999999773,-1.2199999999999989,1.0
1.0,0.0084,0.0158,74.7498,37.7,58.74,0.0,0.0,0.0,-1.1802000000000135,0.15000000000000568,-1.269999999999996,1.0
1.0,0.0084,0.0158,74.5754,37.7,58.72,0.0,0.0,0.0,-1.3781999999999925,0.10000000000000142,-1.1200000000000045,1.0
1.0,0.0084,0.0158,74.4327,37.7,58.67,0.0,0.0,0.0,-1.324300000000008,0.0800000000000054,-0.8999999999999986,1.0
1.0,0.0084,0.0158,74.3412,37.7,58.58,0.0,0.0,0.0,-1.2797000000000054,0.04000000000000625,-0.8100000000000023,1.0
1.0,0.0084,0.0158,74.2602,37.74,58.48,0.0,0.0,0.0,-1.2395999999999958,0.05000000000000426,-0.8200000000000003,1.0
1.0,0.0084,0.0158,74.2308,37.77,58.49,0.0,0.0,0.0,-1.1414999999999935,0.07000000000000028,-0.6499999999999986,1.0
1.0,0.0084,0.0158,74.235,37.8,58.46,0.0,0.0,0.0,-1.0601999999999947,0.10999999999999943,-1.009999999999998,1.0
1.0,0.0084,0.0158,74.1566,37.81,58.42,0.0,0.0,0.0,-0.9395000000000095,0.12000000000000455,-1.0,1.0
1.0,0.0084,0.0158,74.1327,37.81,58.44,0.0,0.0,0.0,-0.8475999999999999,0.10999999999999943,-0.8599999999999994,1.0
1.0,0.0084,0.0158,74.0902,37.83,58.42,0.0,0.0,0.0,-0.8297000000000025,0.11999999999999744,-0.6599999999999966,1.0
1.0,0.0084,0.0158,74.0375,37.84,58.33,0.0,0.0,0.0,-0.712299999999999,0.14000000000000057,-0.4100000000000037,1.0
1.0,0.0084,0.0158,74.0076,37.88,58.29,0.0,0.0,0.0,-0.5678000000000054,0.17999999999999972,-0.4299999999999997,1.0
1.0,0.0084,0.0158,74.0081,37.9,58.17,0.0,0.0,0.0,-0.4245999999999981,0.19999999999999574,-0.5,1.0
1.0,0.0084,0.0158,74.0167,37.95,58.13,0.0,0.0,0.0,-0.32450000000000045,0.25,-0.44999999999999574,1.0
1.0,0.0084,0.0158,74.1038,37.98,58.09,0.0,0.0,0.0,-0.15639999999999077,0.23999999999999488,-0.38999999999999346,1.0
1.0,0.0084,0.0158,74.1228,38.01,58.02,0.0,0.0,0.0,-0.10800000000000409,0.23999999999999488,-0.46999999999999886,1.0
1.0,0.0084,0.0158,74.1031,38.01,57.95,0.0,0.0,0.0,-0.13190000000000168,0.21000000000000085,-0.509999999999998,1.0
1.0,0.0084,0.0158,74.0998,38.02,57.95,0.0,0.0,0.0,-0.05679999999999552,0.21000000000000085,-0.46999999999999886,1.0
1.0,0.0084,0.0158,74.1794,38.05,57.98,0.0,0.0,0.0,0.046700000000001296,0.23999999999999488,-0.46000000000000085,1.0
1.0,0.0084,0.0158,74.2337,38.03,57.98,0.0,0.0,0.0,0.14350000000000307,0.20000000000000284,-0.44000000000000483,1.0
1.0,0.0084,0.0158,74.2326,38.03,57.93,0.0,0.0,0.0,0.1951000000000107,0.18999999999999773,-0.3999999999999986,1.0
1.0,0.0084,0.0158,74.227,38.02,57.84,0.0,0.0,0.0,0.21940000000000737,0.14000000000000057,-0.44999999999999574,1.0
1.0,0.0084,0.0158,74.1013,38.01,57.45,0.0,0.0,0.0,0.09319999999999595,0.10999999999999943,-0.7199999999999989,1.0
1.0,0.0084,0.0158,73.9194,38.01,57.08,0.0,0.0,0.0,-0.09730000000000416,0.05999999999999517,-1.0500000000000043,1.0
1.0,0.0084,0.0158,73.7984,37.99,57.04,0.0,0.0,0.0,-0.3054000000000059,0.010000000000005116,-1.0500000000000043,1.0
1.0,0.0084,0.0158,73.71,38.01,57.02,0.0,0.0,0.0,-0.4128000000000043,0.0,-1.0,1.0
1.0,0.0084,0.0158,73.6893,38.02,56.96,0.0,0.0,0.0,-0.41379999999999484,0.010000000000005116,-0.990000000000002,1.0
1.0,0.0084,0.0158,73.7461,38.03,56.85,0.0,0.0,0.0,-0.35370000000000346,0.00999999999999801,-1.1000000000000014,1.0
1.0,0.0084,0.0158,73.8184,38.08,56.79,0.0,0.0,0.0,-0.3610000000000042,0.030000000000001137,-1.1899999999999977,1.0
1.0,0.0084,0.0158,73.8823,38.06,56.77,0.0,0.0,0.0,-0.35139999999999816,0.030000000000001137,-1.2099999999999937,1.0
1.0,0.0084,0.0158,74.0032,38.09,56.74,0.0,0.0,0.0,-0.22939999999999827,0.060000000000002274,-1.1899999999999977,1.0
1.0,0.0087,0.0163,74.2282,38.12,56.8,0.0,0.0002999999999999999,0.000499999999999997,0.0011999999999972033,0.09999999999999432,-1.0400000000000063,1.0
1.0,0.0091,0.0171,74.4536,38.13,57.05,0.0,0.000700000000000001,0.001299999999999999,0.3522999999999996,0.12000000000000455,-0.4000000000000057,1.0
1.0,0.0095,0.0178,74.6893,38.16,56.96,0.0,0.0011000000000000003,0.0019999999999999983,0.7699000000000069,0.14999999999999858,-0.11999999999999744,1.0
1.0,0.0099,0.0185,74.8981,38.16,57.1,0.0,0.0015000000000000013,0.0026999999999999975,1.0996999999999986,0.1699999999999946,0.060000000000002274,1.0
1.0,0.0103,0.0194,75.0495,38.08,57.07,0.0,0.0019000000000000006,0.003599999999999999,1.339500000000001,0.07000000000000028,0.04999999999999716,1.0
1.0,0.0106,0.02,75.1321,37.99,57.08,0.0,0.0022000000000000006,0.004199999999999999,1.4427999999999912,-0.030000000000001137,0.11999999999999744,1.0
1.0,0.0106,0.0199,75.0574,37.96,57.06,0.0,0.0022000000000000006,0.0040999999999999995,1.3113000000000028,-0.07000000000000028,0.21000000000000085,1.0
1.0,0.0104,0.0195,74.9818,37.99,57.04,0.0,0.002,0.0036999999999999984,1.16340000000001,-0.0899999999999963,0.25,1.0
1.0,0.0103,0.0194,75.0692,38.02,57.1,0.0,0.0019000000000000006,0.003599999999999999,1.1868999999999943,-0.03999999999999915,0.3299999999999983,1.0
1.0,0.0104,0.0196,75.1532,38.02,57.23,0.0,0.002,0.003799999999999998,1.1499999999999915,-0.07000000000000028,0.4899999999999949,1.0
1.0,0.0106,0.0199,75.2607,38.05,57.04,0.0,0.0019000000000000006,0.0036000000000000025,1.0324999999999989,-0.07000000000000028,0.240000000000002,1.0
1.0,0.0109,0.0204,75.426,38.06,57.01,0.0,0.0017999999999999995,0.003300000000000001,0.9724000000000075,-0.07000000000000028,-0.03999999999999915,1.0
1.0,0.0112,0.0211,75.5708,38.03,57.01,0.0,0.0017000000000000001,0.003300000000000001,0.8815000000000026,-0.12999999999999545,0.04999999999999716,1.0
1.0,0.0115,0.0217,75.6568,37.95,57.04,0.0,0.001599999999999999,0.0032000000000000015,0.7587000000000046,-0.20999999999999375,-0.060000000000002274,1.0
1.0,0.0118,0.0222,75.7698,37.96,57.09,0.0,0.0014999999999999996,0.0028000000000000004,0.7203000000000088,-0.11999999999999744,0.020000000000003126,1.0
1.0,0.0119,0.0223,75.7436,37.95,57.07,0.0,0.0013000000000000008,0.0023,0.6115000000000066,-0.03999999999999915,-0.00999999999999801,1.0
1.0,0.012,0.0226,75.8415,37.92,57.12,0.0,0.0014000000000000002,0.0026999999999999975,0.7840999999999951,-0.03999999999999915,0.05999999999999517,1.0
1.0,0.0122,0.0229,75.9283,37.94,57.13,0.0,0.0018000000000000013,0.0034000000000000002,0.9464999999999861,-0.05000000000000426,0.09000000000000341,1.0
1.0,0.0124,0.0234,76.0353,37.95,57.07,0.0,0.0020999999999999994,0.004,0.9661000000000115,-0.07000000000000028,-0.030000000000001137,1.0684
1.0,0.0127,0.024,76.1708,38.01,57.02,0.0,0.0023,0.004400000000000001,1.0176000000000016,-0.010000000000005116,-0.20999999999999375,1.1753
1.0,0.0131,0.0246,76.3086,37.99,57.12,0.0,0.0025000000000000005,0.004699999999999999,1.0478999999999985,-0.05999999999999517,0.0799999999999983,1.2879
1.0,0.0134,0.0252,76.4113,38.03,57.06,0.0,0.0025000000000000005,0.004799999999999999,0.9852999999999952,-0.030000000000001137,0.05000000000000426,1.3973
1.0,0.0138,0.026,76.577,38.05,57.02,0.0,0.0026,0.004899999999999998,1.0061999999999927,0.01999999999999602,0.010000000000005116,1.4994
1.0,0.0144,0.027,76.7729,38.03,56.91,0.0,0.0029,0.005299999999999999,1.116100000000003,0.0799999999999983,-0.13000000000000256,1.5929
1.0,0.0148,0.0279,76.9146,38.03,56.88,0.0,0.003000000000000001,0.0057,1.1447999999999894,0.07000000000000028,-0.21000000000000085,1.6765
1.0,0.0153,0.0287,77.0477,38.02,56.86,0.0,0.0033999999999999985,0.0063999999999999994,1.3041000000000054,0.07000000000000028,-0.21000000000000085,1.7506
1.0,0.0157,0.0296,77.2076,38.01,56.93,0.0,0.0036999999999999984,0.007000000000000003,1.366100000000003,0.0899999999999963,-0.18999999999999773,1.8153
1.0,0.0161,0.0303,77.2991,37.96,56.99,0.0,0.003899999999999999,0.0074,1.3708000000000027,0.020000000000003126,-0.14000000000000057,1.8709
1.0,0.0163,0.0306,77.3318,37.92,57.08,0.0,0.003899999999999999,0.007199999999999998,1.2964999999999947,-0.030000000000001137,0.00999999999999801,1.9169
1.0,0.0164,0.0309,77.3767,37.87,57.2,0.0,0.003700000000000002,0.0069,1.2058999999999997,-0.14000000000000057,0.17999999999999972,1.953
1.0,0.0167,0.0314,77.4978,37.85,57.25,0.0,0.003599999999999999,0.006799999999999997,1.1891999999999996,-0.14000000000000057,0.13000000000000256,1.98
1.0,0.0169,0.0318,77.5539,37.87,57.29,0.0,0.003499999999999998,0.006600000000000002,1.1426000000000016,-0.1600000000000037,0.22999999999999687,1.9981
1.0,0.0172,0.0323,77.6752,37.88,57.29,0.0,0.0034000000000000002,0.0063000000000000035,1.0982000000000056,-0.1699999999999946,0.269999999999996,2.0076
