iaq,tvoc,etoh,iaq_rel,temp,hum,delta30s_iaq,delta30s_tvoc,delta30s_etoh,delta30s_iaq_rel,delta30s_temp,delta30s_hum,target_iaq_1min
1.0,0.0084,0.0158,51.7427,36.43,60.84,0.0,0.0,0.0,-0.9042999999999992,0.04999999999999716,0.060000000000002274,1.0
1.0,0.0084,0.0158,51.7214,36.43,61.05,0.0,0.0,0.0,-0.8391999999999982,0.03999999999999915,0.28999999999999915,1.0
1.0,0.0084,0.0158,51.657,36.45,60.91,0.0,0.0,0.0,-0.8029000000000011,0.060000000000002274,0.14999999999999858,1.0
1.0,0.0084,0.0158,51.5452,36.43,60.81,0.0,0.0,0.0,-0.8230999999999966,0.00999999999999801,0.030000000000001137,1.0
1.0,0.0084,0.0158,51.5,36.48,60.77,0.0,0.0,0.0,-0.7396999999999991,0.07000000000000028,-0.03999999999999915,1.0
1.0,0.0084,0.0158,51.483,36.49,60.83,0.0,0.0,0.0,-0.6239000000000061,0.060000000000002274,-0.010000000000005116,1.0
1.0,0.0084,0.0158,51.4352,36.52,60.73,0.0,0.0,0.0,-0.6173999999999964,0.09000000000000341,-0.0800000000000054,1.0
1.0,0.0084,0.0158,51.3685,36.5,60.67,0.0,0.0,0.0,-0.6251999999999995,0.04999999999999716,-0.11999999999999744,1.0
1.0,0.0084,0.0158,51.3619,36.5,60.69,0.0,0.0,0.0,-0.5671999999999997,0.03999999999999915,-0.0800000000000054,1.0
1.0,0.0084,0.0158,51.5341,36.49,61.86,0.0,0.0,0.0,-0.28249999999999886,0.03999999999999915,1.1099999999999994,1.0
1.0,0.0084,0.0158,51.5612,36.5,61.88,0.0,0.0,0.0,-0.18149999999999977,0.07000000000000028,1.0399999999999991,1.0
1.0,0.0084,0.0158,51.6525,36.48,61.6,0.0,0.0,0.0,-0.0688999999999993,0.04999999999999716,0.5500000000000043,1.0
1.0,0.0084,0.0158,51.6419,36.5,61.42,0.0,0.0,0.0,-0.015099999999996783,0.04999999999999716,0.5100000000000051,1.0
1.0,0.0084,0.0158,51.6208,36.52,61.33,0.0,0.0,0.0,0.07560000000000144,0.09000000000000341,0.519999999999996,1.0
1.0,0.0084,0.0158,51.557,36.53,61.06,0.0,0.0,0.0,0.05700000000000216,0.05000000000000426,0.28999999999999915,1.0
1.0,0.0084,0.0158,51.5974,36.53,60.84,0.0,0.0,0.0,0.11440000000000339,0.03999999999999915,0.010000000000005116,1.0
1.0,0.0084,0.0158,51.7473,36.52,61.85,0.0,0.0,0.0,0.31210000000000093,0.0,1.1200000000000045,1.0
1.0,0.0084,0.0158,51.7484,36.53,61.51,0.0,0.0,0.0,0.37989999999999924,0.030000000000001137,0.8399999999999963,1.0
1.0,0.0084,0.0158,51.6989,36.52,61.11,0.0,0.0,0.0,0.3370000000000033,0.020000000000003126,0.4200000000000017,1.0
