# SEGGER J-Link RTT Viewer V9.42 Terminal Log File
# Compiled: 12:32:47 on May  6 2026
# Logging started @ 11 May 2026 08:38:47
00> 1.0000, 80.7837, 0.0167, 0.0089, 400.0000, 35.53, 69.29, 1
00> 1.0000, 81.4169, 0.0168, 0.0089, 400.0000, 35.56, 68.03, 1
00> 1.0000, 81.4124, 0.0167, 0.0089, 400.0000, 35.59, 66.65, 1
00> 1.0000, 81.2468, 0.0166, 0.0088, 400.0000, 35.60, 65.87, 1
00> 1.0578, 85.2728, 0.0322, 0.0171, 400.0000, 35.61, 65.86, 1
00> 1.1753, 90.6057, 0.0705, 0.0375, 400.0000, 35.68, 75.80, 1
00> 1.2627, 92.4845, 0.0961, 0.0511, 400.0000, 35.57, 73.50, 1
00> 1.2935, 92.7494, 0.1036, 0.0551, 400.0000, 35.64, 70.17, 1
00> 1.2656, 92.2803, 0.0994, 0.0529, 400.0000, 35.67, 68.52, 1
00> 1.2403, 91.2924, 0.0918, 0.0489, 400.0061, 35.70, 67.14, 1
00> 1.2175, 89.9916, 0.0846, 0.0450, 400.0106, 35.70, 66.00, 1
00> 1.1968, 88.6408, 0.0781, 0.0415, 400.0136, 35.74, 65.41, 1
00> 1.1780, 87.3404, 0.0721, 0.0384, 400.0151, 35.74, 64.84, 1
00> 1.1611, 85.9550, 0.0668, 0.0355, 400.0152, 35.75, 64.32, 1
00> 1.1458, 84.5618, 0.0619, 0.0329, 400.0139, 35.75, 63.85, 1
00> 1.1319, 83.2952, 0.0575, 0.0306, 400.0113, 35.78, 63.70, 1
00> 1.1193, 82.1060, 0.0536, 0.0285, 400.0073, 35.81, 63.53, 1
00> 1.1080, 80.9897, 0.0500, 0.0266, 400.0020, 35.82, 63.34, 1
00> 1.0977, 79.8790, 0.0467, 0.0248, 400.0000, 35.82, 63.13, 1
00> 1.0884, 78.8507, 0.0438, 0.0233, 400.0000, 35.84, 62.96, 1
00> 1.0800, 77.7358, 0.0411, 0.0219, 400.0000, 35.81, 62.84, 1
00> 1.0724, 76.7532, 0.0387, 0.0206, 400.0000, 35.80, 62.84, 1
00> 1.0655, 75.8655, 0.0365, 0.0194, 400.0000, 35.80, 62.81, 1
00> 1.0593, 74.9059, 0.0345, 0.0184, 400.0000, 35.84, 62.80, 1
00> 1.0536, 74.2722, 0.0328, 0.0174, 400.0000, 35.67, 63.61, 1
00> 1.0485, 73.6607, 0.0311, 0.0166, 400.0000, 35.74, 63.52, 1
00> 1.0439, 73.0995, 0.0297, 0.0158, 400.0000, 35.74, 63.66, 1
00> 1.0397, 72.5477, 0.0284, 0.0151, 400.0000, 35.74, 63.51, 1
00> 1.0359, 72.0342, 0.0272, 0.0145, 400.0000, 35.75, 63.39, 1
00> 1.0325, 71.5202, 0.0261, 0.0139, 400.0000, 35.80, 63.32, 1
00> 1.0294, 70.9919, 0.0251, 0.0134, 400.0000, 35.78, 63.19, 1
00> 1.0266, 70.4577, 0.0242, 0.0129, 400.0000, 35.81, 63.06, 1
00> 1.0241, 69.8854, 0.0234, 0.0125, 400.0000, 35.84, 63.03, 1
00> 1.0218, 69.2587, 0.0227, 0.0121, 400.0000, 35.84, 62.89, 1
00> 1.0197, 68.7732, 0.0220, 0.0117, 400.0000, 35.84, 62.85, 1
00> 1.0178, 68.2800, 0.0214, 0.0114, 400.0000, 35.85, 62.75, 1
00> 1.0162, 67.8316, 0.0209, 0.0111, 400.0000, 35.81, 62.67, 1
00> 1.0146, 67.4233, 0.0204, 0.0109, 400.0000, 35.84, 62.75, 1
00> 1.0132, 67.0005, 0.0200, 0.0106, 400.0000, 35.84, 62.60, 1
00> 1.0120, 66.5811, 0.0196, 0.0104, 400.0000, 35.84, 62.60, 1
00> 1.0108, 66.2042, 0.0192, 0.0102, 400.0000, 35.82, 62.60, 1
00> 1.0098, 65.8910, 0.0189, 0.0100, 400.0000, 35.85, 62.61, 1
00> 1.0089, 65.5115, 0.0186, 0.0099, 400.0000, 35.84, 62.65, 1
00> 1.0080, 65.2033, 0.0183, 0.0097, 400.0000, 35.86, 62.58, 1
00> 1.0073, 64.8981, 0.0181, 0.0096, 400.0000, 35.86, 62.51, 1
00> 1.0066, 64.5431, 0.0179, 0.0095, 400.0000, 35.89, 62.44, 1
00> 1.0059, 64.2214, 0.0177, 0.0094, 400.0000, 35.88, 62.41, 1
00> 1.0054, 63.9271, 0.0175, 0.0093, 400.0000, 35.92, 62.40, 1
00> 1.0049, 63.6450, 0.0173, 0.0092, 400.0000, 35.93, 62.34, 1
00> 1.0044, 63.3959, 0.0172, 0.0091, 400.0000, 35.93, 62.29, 1
00> 1.0040, 63.1183, 0.0171, 0.0091, 400.0000, 35.96, 62.27, 1
00> 1.0036, 62.8660, 0.0169, 0.0090, 400.0000, 35.96, 62.25, 1
00> 1.0033, 62.6533, 0.0168, 0.0089, 400.0000, 35.95, 62.29, 1
00> 1.0030, 62.4092, 0.0167, 0.0089, 400.0000, 35.98, 62.30, 1
00> 1.0027, 62.1491, 0.0166, 0.0088, 400.0000, 35.98, 62.23, 1
00> 1.0024, 61.9670, 0.0166, 0.0088, 400.0000, 36.00, 62.22, 1
00> 1.0022, 61.7654, 0.0165, 0.0088, 400.0000, 36.02, 62.17, 1
00> 1.0020, 61.5861, 0.0164, 0.0087, 400.0000, 36.05, 62.12, 1
00> 1.0018, 61.4130, 0.0164, 0.0087, 400.0000, 36.06, 62.07, 1
00> 1.0016, 61.2595, 0.0163, 0.0087, 400.0000, 36.05, 62.27, 1
00> 1.0015, 61.0933, 0.0163, 0.0086, 400.0000, 36.09, 62.22, 1
00> 1.0013, 60.8562, 0.0162, 0.0086, 400.0000, 36.12, 62.01, 1
00> 1.0012, 60.6269, 0.0162, 0.0086, 400.0000, 36.13, 61.89, 1
00> 1.0011, 60.4321, 0.0161, 0.0086, 400.0000, 36.17, 61.80, 1
00> 1.0010, 60.2568, 0.0161, 0.0086, 400.0000, 36.17, 61.73, 1
